2009.01.01 20:00,1.40310000,1.40560000,1.40040000,1.40040000
2009.01.02 00:00,1.40020000,1.40250000,1.39060000,1.39220000
2009.01.02 04:00,1.39210000,1.39220000,1.38400000,1.38410000
2009.01.02 08:00,1.38400000,1.39680000,1.38380000,1.39300000
2009.01.02 12:00,1.39290000,1.39520000,1.38570000,1.39180000
2009.01.02 16:00,1.39190000,1.39860000,1.38440000,1.38560000
2009.01.02 20:00,1.38570000,1.39240000,1.38390000,1.39230000
2009.01.05 00:00,1.38830000,1.39620000,1.38430000,1.38560000
2009.01.05 04:00,1.38570000,1.39300000,1.38470000,1.39260000
2009.01.05 08:00,1.39250000,1.39420000,1.36560000,1.36650000
2009.01.05 12:00,1.36640000,1.36970000,1.35540000,1.36390000
2009.01.05 16:00,1.36380000,1.36420000,1.35460000,1.35950000
2009.01.05 20:00,1.35960000,1.36400000,1.35630000,1.36290000
2009.01.06 00:00,1.36280000,1.36580000,1.35680000,1.35910000
2009.01.06 04:00,1.35920000,1.36170000,1.35040000,1.35400000
2009.01.06 08:00,1.35390000,1.35640000,1.33640000,1.33830000
2009.01.06 12:00,1.33840000,1.34320000,1.33130000,1.34120000
2009.01.06 16:00,1.34130000,1.35030000,1.33580000,1.34640000
2009.01.06 20:00,1.34630000,1.35360000,1.34620000,1.34980000
2009.01.07 00:00,1.34950000,1.35190000,1.34320000,1.34830000
2009.01.07 04:00,1.34840000,1.35420000,1.34810000,1.34890000
2009.01.07 08:00,1.34880000,1.36270000,1.34620000,1.36260000
2009.01.07 12:00,1.36270000,1.37460000,1.35820000,1.36600000
2009.01.07 16:00,1.36580000,1.37220000,1.36010000,1.36480000
2009.01.07 20:00,1.36490000,1.36690000,1.35910000,1.36540000
2009.01.08 00:00,1.36560000,1.36580000,1.35580000,1.35870000
2009.01.08 04:00,1.35860000,1.36630000,1.35810000,1.36590000
2009.01.08 08:00,1.36580000,1.36620000,1.35330000,1.35850000
2009.01.08 12:00,1.35840000,1.37950000,1.35340000,1.37420000
2009.01.08 16:00,1.37430000,1.37680000,1.36700000,1.36970000
2009.01.08 20:00,1.36980000,1.37370000,1.36850000,1.37030000
2009.01.09 00:00,1.37050000,1.37090000,1.36560000,1.36610000
2009.01.09 04:00,1.36590000,1.36860000,1.36320000,1.36660000
2009.01.09 08:00,1.36670000,1.37300000,1.36360000,1.37150000
2009.01.09 12:00,1.37130000,1.37500000,1.34920000,1.35130000
2009.01.09 16:00,1.35140000,1.35330000,1.34320000,1.34510000
2009.01.09 20:00,1.34520000,1.34720000,1.34140000,1.34720000
2009.01.12 00:00,1.34590000,1.34620000,1.33800000,1.34230000
2009.01.12 04:00,1.34210000,1.34230000,1.33720000,1.34160000
2009.01.12 08:00,1.34150000,1.34360000,1.33250000,1.34010000
2009.01.12 12:00,1.34000000,1.34440000,1.33720000,1.33960000
2009.01.12 16:00,1.33970000,1.34300000,1.32890000,1.33930000
2009.01.12 20:00,1.33940000,1.34130000,1.33540000,1.33620000
2009.01.13 00:00,1.33630000,1.33700000,1.33040000,1.33240000
2009.01.13 04:00,1.33220000,1.33370000,1.32440000,1.32520000
2009.01.13 08:00,1.32530000,1.33300000,1.32210000,1.32930000
2009.01.13 12:00,1.32920000,1.33200000,1.31880000,1.32260000
2009.01.13 16:00,1.32250000,1.32440000,1.31600000,1.31600000
2009.01.13 20:00,1.31590000,1.32030000,1.31410000,1.31800000
2009.01.14 00:00,1.31790000,1.32740000,1.31710000,1.32740000
2009.01.14 04:00,1.32750000,1.33130000,1.32510000,1.32990000
2009.01.14 08:00,1.33000000,1.33360000,1.31880000,1.32500000
2009.01.14 12:00,1.32490000,1.32580000,1.30930000,1.31170000
2009.01.14 16:00,1.31180000,1.31970000,1.31130000,1.31620000
2009.01.14 20:00,1.31610000,1.31940000,1.31330000,1.31600000
2009.01.15 00:00,1.31640000,1.32190000,1.31480000,1.31730000
2009.01.15 04:00,1.31710000,1.32110000,1.31550000,1.31830000
2009.01.15 08:00,1.31820000,1.32330000,1.31340000,1.31590000
2009.01.15 12:00,1.31580000,1.32390000,1.30600000,1.30610000
2009.01.15 16:00,1.30640000,1.31250000,1.30260000,1.31190000
2009.01.15 20:00,1.31180000,1.31850000,1.31100000,1.31370000
2009.01.16 00:00,1.31360000,1.32130000,1.31340000,1.32110000
2009.01.16 04:00,1.32100000,1.32760000,1.32070000,1.32390000
2009.01.16 08:00,1.32380000,1.32870000,1.31850000,1.32610000
2009.01.16 12:00,1.32620000,1.33430000,1.32490000,1.32810000
2009.01.16 16:00,1.32800000,1.32850000,1.32100000,1.32570000
2009.01.16 20:00,1.32560000,1.33090000,1.32450000,1.32660000
2009.01.19 00:00,1.33490000,1.33850000,1.33130000,1.33450000
2009.01.19 04:00,1.33440000,1.33720000,1.33250000,1.33390000
2009.01.19 08:00,1.33380000,1.33420000,1.32450000,1.32750000
