2014.01.01 20:00,1.37550000,1.37648000,1.37372000,1.37580000
2014.01.02 00:00,1.37581000,1.37730000,1.37504000,1.37660000
2014.01.02 04:00,1.37659000,1.37749000,1.37441000,1.37502000
2014.01.02 08:00,1.37504000,1.37534000,1.37159000,1.37240000
2014.01.02 12:00,1.37241000,1.37241000,1.36353000,1.36465000
2014.01.02 16:00,1.36466000,1.36764000,1.36294000,1.36676000
2014.01.02 20:00,1.36673000,1.36722000,1.36507000,1.36643000
2014.01.03 00:00,1.36643000,1.36716000,1.36490000,1.36547000
2014.01.03 04:00,1.36544000,1.36656000,1.36446000,1.36518000
2014.01.03 08:00,1.36517000,1.36616000,1.36284000,1.36462000
2014.01.03 12:00,1.36461000,1.36584000,1.36045000,1.36093000
2014.01.03 16:00,1.36095000,1.36173000,1.35929000,1.36026000
2014.01.03 20:00,1.36025000,1.36066000,1.35821000,1.35874000
2014.01.06 00:00,1.35955000,1.36006000,1.35783000,1.35852000
2014.01.06 04:00,1.35854000,1.35888000,1.35712000,1.35855000
2014.01.06 08:00,1.35854000,1.36212000,1.35747000,1.36167000
2014.01.06 12:00,1.36168000,1.36218000,1.35928000,1.36140000
2014.01.06 16:00,1.36137000,1.36528000,1.36137000,1.36442000
2014.01.06 20:00,1.36441000,1.36451000,1.36265000,1.36334000
2014.01.07 00:00,1.36334000,1.36335000,1.36204000,1.36273000
2014.01.07 04:00,1.36273000,1.36315000,1.36102000,1.36192000
2014.01.07 08:00,1.36192000,1.36463000,1.36125000,1.36413000
2014.01.07 12:00,1.36412000,1.36562000,1.36193000,1.36216000
2014.01.07 16:00,1.36215000,1.36402000,1.35966000,1.36171000
2014.01.07 20:00,1.36172000,1.36212000,1.36088000,1.36142000
2014.01.08 00:00,1.36142000,1.36323000,1.36048000,1.36279000
2014.01.08 04:00,1.36280000,1.36349000,1.36199000,1.36282000
2014.01.08 08:00,1.36280000,1.36280000,1.35802000,1.35835000
2014.01.08 12:00,1.35835000,1.36075000,1.35674000,1.36001000
2014.01.08 16:00,1.36007000,1.36179000,1.35580000,1.35703000
2014.01.08 20:00,1.35705000,1.35863000,1.35533000,1.35749000
2014.01.09 00:00,1.35746000,1.35792000,1.35665000,1.35769000
2014.01.09 04:00,1.35768000,1.35943000,1.35751000,1.35937000
2014.01.09 08:00,1.35935000,1.36217000,1.35911000,1.36102000
2014.01.09 12:00,1.36102000,1.36328000,1.35484000,1.35695000
2014.01.09 16:00,1.35696000,1.35959000,1.35680000,1.35862000
2014.01.09 20:00,1.35863000,1.36106000,1.35847000,1.36017000
2014.01.10 00:00,1.36016000,1.36128000,1.36016000,1.36100000
2014.01.10 04:00,1.36101000,1.36193000,1.36072000,1.36100000
2014.01.10 08:00,1.36100000,1.36152000,1.35885000,1.35902000
2014.01.10 12:00,1.35903000,1.36789000,1.35721000,1.36744000
2014.01.10 16:00,1.36745000,1.36871000,1.36560000,1.36701000
2014.01.10 20:00,1.36707000,1.36744000,1.36585000,1.36665000
2014.01.13 00:00,1.36662000,1.36809000,1.36614000,1.36748000
2014.01.13 04:00,1.36751000,1.36846000,1.36677000,1.36705000
2014.01.13 08:00,1.36701000,1.36809000,1.36564000,1.36623000
2014.01.13 12:00,1.36622000,1.36711000,1.36373000,1.36528000
2014.01.13 16:00,1.36519000,1.36618000,1.36420000,1.36573000
2014.01.13 20:00,1.36574000,1.36768000,1.36553000,1.36680000
2014.01.14 00:00,1.36680000,1.36705000,1.36561000,1.36636000
2014.01.14 04:00,1.36636000,1.36703000,1.36582000,1.36630000
2014.01.14 08:00,1.36630000,1.36992000,1.36490000,1.36748000
